,asin,reviewText,summary,ReviewTime,actor name,death date,title,categories
308705,0792840461,"absolutely love this movie.  the chemistry between mcqueen and dunaway is electric!  i love it.  i love the story, the acting, and the person who designed dunaways clothes for the movie.  always loved steve mcqueen",steve mcqueen,2014-06-25,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308706,0792840461,"I didn't see this when if first came out, so perhaps I'm unfairly comparing it to the remake, which I thought was very well done and interesting.Steve McQueen and Faye Dunaway are two of my favorite actors.  They were both terrifically talented people, but I don't think they are at their best in this film.  They are nice to look at, but the script doesn't give them much to work with.  The chess scene is very good, until they start smooching, when the soundtrack and choreography go out of control.The soundtrack is beautiful on its own, but is too intrusive during the film.It's a fluffy film with a thin plot, but it's fun to watch, if only to see McQueen and Dunaway in their prime.",Harmless fluff.,2005-06-06,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308707,0792840461,"I love this version of the movie! Why you may ask! Because my grandfather is in it! Yes he only has a small part but hey its something ill never forget about him. He plays the security guard who was  seen walking down the stairs. He worked for Shawmutt Bank in Boston, and they were shooting a scene there at the bank and needed an extra to play the part but were running low on budget so  my grandfather did it for free. I love this version of the movie as well as the new one- but this is unforgettable to me!",:-D,2002-11-21,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308708,0792840461,"I saw this movie several times when it first hit the theaters and I still like it this many years later.  It is sexy, humorous, and very wsell acted.  Faye Dunnaway's performance as the insurance investigator is great",The original Thomas Crown Affair,2013-11-13,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308709,0792840461,"I was interested in seeing this film after I saw the remake, especially when I heard so many people say the original was so much better. After having seen both, I'd call it a toss up (both were good!).Actually, the  remake was only loosely based on the original. The original is about a rich  guy who knocks off a bank, and the remake about a rich guy who steals  art.This film is well crafted and though the story is far fetched (as in  the remake) it's entertaining. Norman Jewison does a terrific job of  directing. His visual interpretations, camera angles and dramatic effects  are timeless. He overuses the split screen concept a bit, but we need to  remember that in 1968 this was fairly new technology and he was probably  enamoured with the novelty of it. Think of how much `morphing' was being  used when it was first developed.Probably the best scene involved the  chess match between Thomas (Steve McQueen) and Vicki (Faye Dunaway). It was  far more erotic than all the scenes where Rene Russo was running around  naked in the remake.The acting was excellent, with Dunaway taking top  honors as the stop-at-nothing insurance investigator who literally gets her  man. Steve McQueen played the rich macho ego maniac to perfection. His only  minus was his phony victory laugh, which was overacted and overused. Paul  Burke stayed appropriately but effectively on the sidelines as the police  detective.In comparing the two films, I'd have to say it's about even.  The remake had a more inventive and interesting story, replacing the bank  robbery with an art heist, but it was also more ridiculous in the final  disposition of the stolen painting. The original had better direction and  use of the camera, while the remake was much better in use of costumes,  props and sets in recreating the opulent lifestyle. Clearly the remake  benefited from 30 years of technological improvement in sound and film  quality.The remake was more self indulgent, especially in the sexual  area. The McQueen interpretation of Crown was more realistic than Brosnan's  conflicted and emotional distraught version. Each reflected their  respective times, but McQueen's character was a better representation of  the timeless arrogance of the ultra rich. I have to give Rene Russo a  slight edge as the investigator. She gave the character more complexity and  range. Paul Burke was far superior to Denis Leary as the cop.The ending  of the original was definitely superior, though each ending was really true  to the characters' personalities as portrayed.I gave this film an 8/10.  If you like classic films, and you enjoyed the remake, you will probably  enjoy this one as well.",Chess was never this much fun,2000-04-19,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308710,0792840461,ONE OF STEVES BEST MOVIES HE WAS MAGNIFICENT TOO BAD HE DIED SO ERLY HE WAS SOME POWERFULAND GOOD,McQUEEN,2013-02-08,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308711,0792840461,"I've been showing this film and it's 1999 re-make with Pierce Brosnan and Rene Russo for several years in a film appreciation class.....I always look forward to seeing them and always find something I haven't noticed before. TWO GREAT FILMS!!!!The Steve McQueen / Faye Dunaway version incorporates split and multi screen imaging that works well for the timing of the plot of the film and is something new for cinema.In the new version, Faye Dunaway plays Tommie Crown's shrink...a character that's not in the first film.",Steve McQueen at his best!,2010-04-26,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308712,0792840461,"This is Steve McQueen at his coolest self. The sex scenes with Faye Dunnaway, with no nudity are so steamy, it reminds all of us what real acting is all about. One word of caution. Don't watch the remake after watching the original. You will be sadly disappointed.",The REAL Thomas Crown Affair,2014-02-09,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308713,0792840461,"The original ""Thomas Crown Affair"" directed by Norman Jewison is one of the coolest movies ever made and great fun for all of its 100 minutes - a clever bank-heist caper combined with the sensual romance where both participants (the brilliant bank robber and his match, the sultry and shrewd insurance investigator) are sophisticated, quick-witted and oh so cool. The split-screen technique really works well in this movie and I should mention the song ""The Windmills of Your Mind"" by Michel Legrand that very deservingly received an Oscar - and it does not happen often in the best song categories.The chess game between ""King Of Cool"" Steve McQueen and 27 year old Faye Dunaway in the most provocative dress possible is one of the sexiest and most exiting without actual sex involved (my favorite kind of scenes - let my imagination work, let everything happen in my mind) scenes ever filmed. IMO, the 60s was one of the best dressed decades ever with the first wave of mini (and I mean it) skirts and elegant suits and dresses.From Faye Dunaway's interview to ""USA Today"" about working with McQueen, ""We had the most magical spark. Our hearts and souls combined. There was no romance off screen but on screen it was like a smack.""",An Affair To Remember,2007-04-09,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308714,0792840461,"Everything came together just right for Norman Jewison on this trendy caper:  McQueen (against type) and Dunaway (sharp as a knife), Alan R. Trustman's glib script, Pablo Ferro's split-screen effects, Haskell Wexler's cinematography and Michel Legrand's ultra-hip music.  It is what it is, a product of it's time and a slick exercise in style; but it works as pure, detached entertainment.  The sloppy remake with Pierce Brosnan (too typecast) and Renee Russo (looking more like a drag queen than Dunaway could ever do in sixties haute couture) intriguingly tries to ground the conflicting emotions of the characters in reality, but the attempts at grown-up behavior and a stupid happy ending just defeats the concept.The blu-ray version is filmlike and true to the original presentation, the original mono sound is presented in 2-track DTS-HD and requires some cinema EQ.  This high-definition version of the original THOMAS CROWN AFFAIR had a limited release as an exclusive, but hopefully will be made more widely available in time.",Slick Sixties Sensation on Blu-Ray,2011-04-05,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308715,0792840461,Seems like Steve was forced to do this movie... He halfheartedly goes through the motions of acting in this one.,The camera work by the director can be very distracting and cheesy.,2013-08-13,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308716,0792840461,"Yes a little dated but way ahead of its time in 1968.Who did  not want to be Thomas Crown,living on the edge and getting away with it.",I love this film,2014-03-19,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308717,0792840461,An incredible movie from the 60's that still holds up today.  Makes me want to take up Chess again.,A True Classic,1999-08-21,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308718,0792840461,"Shot on location in Boston, this sexy,slick,late 60's crime drama hits the jackpot.The movie stars Steve Mcqueen and Faye Dunaway,who are perfect chess companions.Norman Jewison directs with an adroit european touch.There is some nice multi-image camera work and the academy award winning song ""the windmills of your mind"".This dvd version looks crisp and is in widescreen with director Norman Jewison's audio commentary.George Liguori.","""Crime Does Pay""",1999-12-12,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308719,0792840461,"The movie arrived in tact and timely. If you are old enough to remember when this movie first came out then make sure you children or grand children see it and let them know that Steve McQueen and Faye Dunaway epitamized super cool. In fact Faye Dunaway was cool when she was 13 and will still be super cool when she is in her 80s. Steve McQueen, even riddled with cancer, made a super cool corpse.",Super cool is always super cool,2014-04-18,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308720,0792840461,"A sight-and-sound rich movie - but I do recommend used Amazon's closed caption feature. Sound balancing in movies seems to be an artform only perfected over the last few decades - the music is often too loud, the dialogue too soft. This especially troublesome with a film like The Thomas Crowne Affair, where sparse words are made all the more important to hear exactly.Amazon's closed caption options are terrific for watching older features - I can change the size and contrast/color balance to work best with each film. I prefer to watch older movies with Amazon Prime, since this feature is something cable or Netflix (I'm a multiple platform subscriber) just aren't offering. Suggestion: add a serif font option for easier reading?",Amazon's subtitle options make older films like TCA more accessible,2013-07-21,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308721,0792840461,One of my all time favorite Steve McQueen movies.Just goes to show that Steve was just as good in serious rolls as he was in westerns.Much better than the remake.I would highly recommend this movie.,Cat and Mouse!,2013-07-21,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308722,0792840461,"This is one of my favorite movies - Steve McQueen is always fun to watch.  If you like heist movies, this one is more clever and mind games than mindless action.",Classic,2014-01-10,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308723,0792840461,Can't do better than Steve McQueen!,Five Stars,2014-07-03,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308724,0792840461,"This is a case where viewing the original after the remake is a mistake.  I have seen the remake with Pierce Brosnan and Rene Russo several times and have enjoyed it each time.  In watching original I was disappointed on many levels.  The acting by all involved is forced.  The soundtrack is like many from  60's movies, loud and annoying.",The remake improves on the original,2008-01-28,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308725,0792840461,"We love Steve McQueen & Faye Dunaway, but this movie is a bit dated. The 1999 version is far better. Our thoughts are that Crowne in the 1999 version seems more plausible and it's about a &#34;game&#34; as opposed to a somewhat hard to swallow heist. The 1968 heist is simply not plausible in the post 2000 technology world and that is somewhat of a detractor - just as the 1999 version will likely be just as unlikely in another decade or so. However, it's fun to watch both and compare.","Not bad, but the new one is better",2013-06-17,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308726,0792840461,"I have been a fan of Steve McQueen since I saw The Great Escape, and this is one of the best caper films i ever saw. The split screen effect adds a new dimension to the film. And the romantic chess scene is now a  classic(Mike Myers spoofed it in Austin Powers:The Spy Who Shagged Me). The  combination of McQueen and Dunaway is perfect for this film. This is a must  see for all McQueen fans. And the recent remake with Pirece Brosnan is as  good as the original.",Always Cool McQueen Delivers Again!,2000-07-19,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308727,0792840461,"Thomas Crown (Steve McQueen) is debonair, rich, handsome and the author of the perfect bank robbery until he meets Vicky Anderson (Faye Dunaway), who is debonair, beautiful and determined that her insurance company will not lose the two million plus dollars that Crowne has stolen. ""The Thomas Crown Affair"" then comes down to a battle of wits between these two as Anderson attempts to solve what in the beginning appears to be a perfect crime and eventually winds up in bed with her chief suspect.The film is smart, slick and in the end great entertainment. There are nice touches here and there: for example, the closeup shot of the tombstone with the inscription ""Blessed Are The Pure In Heart"" when Crown visits the cemetery to pick up the stolen money. Both Dunaway and McQueen are dressed in high fashion-- but oh, so sixties-- and get into their roles. The chemistry is good between them. And surely we are not to take this film too seriously when the chief investigator Eddie Malone (Paul Burke) is reminiscent of older comedic fumbling law enforcement types who just shout a lot.The beginning scenes as well as many others are made up of divided screens and multiple frames of the same image. A little of this technique goes a long way. The cinematographer should have stopped while he was ahead. But that's a minor quibble. This movie is great escapist entertainment.",A Classy 1960's Movie,2007-09-24,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308728,0792840461,"A sophisticated bank robber and an unscrupulous insurance investigator will be the central focus of this brilliant picture . Add some emotional tricks , smart verbal sparring , the presence of Steve Mc Queen and Faye Dunaway two potent icons of the sixties , the talented camera of Norman Jewison , a n extraordinarily well built script and the most erotic chess game ever made in the cinema story  and after that you will obtain one of the most gratifying movies in that decade .Norman Jewison confirms why he was one of the most innovative filmmakers in those ages when he decides to make a film with basic structures close to the Film Noir but with a handful of surprising twists along this clever film . He put elegance , refinement , eroticism , humor and cynicism and the mix was very successful . The last influences received from the European style specially Henri Verneuil in his film Any number can win are clear , but the seduction process in which investigator and thief are involved is carried with aristocratic style .A cult movie all the way",The elegant cheat !,2004-11-07,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308729,0792840461,"Everything works in this film like a perfect symphony: music (composed by the great Michel Legrand), the story, cinematography, mise-en-scene, and dialogue.  The director is, of course, its conductor -- ""auteur.""And it is Steve McQueen's (non-acting) acting that lends the ultimate touch of sophistication to this film.  At once light and grave, he conveys both grandeur and tragedy implicit in a man's action.Viewed in the light of his life (an embodiment of the Nietzschean ""Live dangerously""), this film seems to be a fusion of the real life of the actor and the art of his life.",Uncanny union: Life and Art of Steve McQueen,2014-04-07,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308730,0792840461,This is a very good movie with Steve McQueen giving a great performance.Anyone who likes &#34;BULLITT&#34; will also like this movie.Definitely a great movie and I loved it and so will you.,Steve McQueen at his best.,2013-08-29,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308731,0792840461,"Thomas Crown is a millionaire but for some unexplained reason enlists a group of thieves to pull on a bank heist. It seems that the fun is in the game and not the money.Nobody does COOL like Steve McQueen and he is always a delight to watch on screen. Although this 1968 film looks seriously dated, Steve McQueen could walk out of the film and into the modern world without a second thought.The story goes over the top when Faye Dunaway enters as the cutthroat insurance investigator Vicky Anderson. She always gets her man and no doubt she'll get Thomas Crown in some way. The hard part of the story is knowing that Vicki knows Thomas Crown is behind the bank heist and he knows she knows. In fact, she tells him she is the insurance investigator for the crime. As it can only happen in filmland, they fall in love and a moral dilemma.I'm trying to watch all of Steve McQueen's movie so it is always fun to see his consistent style. He has the moves and the coolness factor to the max degree. He has a few scenes where he just laughs and laughs--odd, yes, but pulls it off. He also gets to show his driving skills in a great dune buggy scene with Dunaway. Could he do anything that wasn't cool?There are several weaknesses in this film--none of which involve Steve McQueen. Dialogue is minimal in this movie and you can go stretches with few words said. That might be OK if it didn't deter from a confusing story. Faye Dunaway is young and beautiful but in bizarre wardrobe. Her character Vicky Anderson would never wear just jeans and shirt. I listed to director Norma Jewison's commentary and he mentioned a young and upcoming fashion designer created Dunaway's fashions. Maybe it was high fashion for 1968 but it was outdated by 1969. She once looked like she was dressed in a ballarina outfit complete with leggings and all. Odd on all levels, especially with all her  big floppy hats.The movie soundtrack was irritating. It was some sort of 1960's funk that did not add appeal to the film. Of course, while saying that, I have to acknowledge that the opening song, WINDMILLS OF YOUR MIND, won an Academy Award.While McQueen's Thomas Crown is cool and fun, Dunaway's Vicky Anderson is calculating and conniving. She is not above breaking the law to get evidence or to use the height of nastiness involving innocent people just to get a jump on her investigation. Will falling in love with Crown be her undoing. Will she betray him or will love conquer all?Jack Weston is flunkie hired by a mysterious man (Thomas Crown) to drive the getaway car after the heist. Weston is an underappreciated actor. He adds a bit of humanity to the film. He's probably not the height of immorality but yet he falls in to the criminal life.A new but overused technique in this film is the montage scenes of showing several scenes at the same time one screen. Commonplace now, it was new back then and Jewison used it over and over and over to the point of annoyance.THE THOMAS CROWN AFFAIR is one of many of Steve McQueen's famous films, so any fan has to watch this film. Steve McQueen is ageless and the height of coolness.",Slow-moving and far fetched but Steve McQueen is as cool and slick as ever,2012-07-16,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308732,0792840461,"I recently saw, for the second time, Norman Jewison's clever 1968 caper, ""The Thomas Crown Affair,"" and although I prefer the recent (1999) remake with Pierce Brosnan and Rene Russo, this older version gives the new one a run for its money. The 60's flick is even superior in some ways. When I originally saw the movie, 30+ years ago, I was amazed at the cinematography, (the innovative Haskell Wexler behind the camera). The use of multiple screens, sometimes six or seven separate images at a time, during the robbery is extremely effective. The entire ""look"" of the film was new, experimental, hip, fresh. And it still looks good after all these years!Steve McQueen is outstanding as Thomas Crown, an edgy, jaded businessman, more anti-corporate than not. Crown wants to stick it to the system that he keeps beating. Arrogant and competitive, he is bored with winning the old fashioned way - legally. He wants to dabble in bank robbery for a change - more exciting than gliding and car racing any day. I don't think he plans on giving up his day job, however. He masterminds a meticulously planned heist on a Boston bank with great elan. The man is looking for thrills. He certainly doesn't need the cash. Four total strangers are hired, all experts in their particular line of burglary and embezzlement. None of them know Crown. Two million six hundred thousand dollars is the take - which had much more purchasing power in 1968 than the same amount nowadays! Crown flies to Switzerland after committing the perfect crime. He opens a secret bank account, making arrangements to pay-off the five men anonymously.Boston detective Eddy Malone, (Paul Burke), teams up with ruthless, but extremely attractive, independent insurance investigator Vicki Anderson, (Faye Dunaway - who is a relatively new face here. She had yet to appear in ""Bonnie and Clyde""). Ms. Anderson gets her kicks putting away folks who scam the system. And she's closing in on Crown, who has met his match. Of course there's sexual tension - but not as intense as the 1999 version. McQueen's Crown has a darker side than Brosnan's. And while Pierce is debonair, as ever, Steve looks somewhat awkward in three piece suits. Dunaway is a bit cooler, more serene, than the torrid Ms. Russo, but effective nevertheless. No nude scenes in this one, but lots of clothed chemistry. HOWEVER, the movie has the distinction of featuring the ""longest kiss in cinema history, with McQueen and Dunaway liplocked in one scene for 55 uninterrupted seconds."" Just a fact I picked up while writing the review.There's a terrific chess game in the film between Vicki and Thomas - I won't tell who wins, nor will I tell what happens afterward. The ending will come as a surprise to those of you who have yet to see this version of ""The Thomas Crown Affair."" The film makes for excellent entertainment. Nothing deep - just a good caper with an interesting look at the US culture of the late 60's....and McQueen and Dunaway, of course!""Windmills of your Mind,"" the movie's an Oscar winning song, scored by Michael Legrand, remains one of my favorites.JANA",A Classic Caper - McQueen & Dunaway Do A Long Liplock!!!,2005-08-18,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308733,0792840461,"I as a faithful Steve Mc Queen fan, always wanted to see this movie, it was a DOG... and I do NOT recommend it at all !!",BOOOOORING SHOW DO NOT BOTHER !!!,2013-03-02,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308734,0792840461,"Very good film made many years ago. The story and the musical theme are good. Nowadays, there is a new version on DVD and cinema for this story but I prefere the first one.",Very good film,2008-09-13,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308735,0792840461,"If you have not seen the remake, and remember this is 1968, it's a really good movie.  But it leaves a lot of unanswered questions and answers some you wish it didn't.  Still worth seeing, but if you're deciding between McQueen or Brosnan, and Dunaway or Russo, definitely go for the latter in both choices.",Good for the time,2014-06-10,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308736,0792840461,"It's Steve McQueen - what else is there to say?!? Good movie, nice cars, and Faye Dunaway - WOW!","Good movie, nice cars",2014-07-01,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308737,0792840461,I enjoyed watching it. It was a similar plot line to the 1999 version but not close enough that it kept my attention.,Good for a 60s movie,2013-07-29,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308738,0792840461,"One of the &#34;All time classics&#34; from Steve McQueen himself as a DARTMOUTH undergrad and Harvard MBA where he finally breaks away from his classics featuring him as a car racer, blah blah blah.I had once seen or read that this movie was extremely rewarding to him as an intelligent businessman dressed to the part instead of his great yet tired flics of being the car racer in days past!This movie has been viewed by my wife and myself many times although just now getting around to finally purchasing the DVD. WELL WORTH EITHER THE RENT OR THE PURCHASE, BELIEVE ME!BTW, I write this NOT to be bias in ANY way but it reveals that STEVE was versatile in his acting skills and so happened that I attended DARTMOUTH however was hooked on this great flick WAY before college was ever in my headlights!GO BUY IT OR RENT IT! It will put the &#34;OTHER&#34; phony knockoffs to shame!All the best, JP",One Of the classics!,2013-03-23,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308739,0792840461,"This is a non-classic Steve McQueen with the brains. What a wonderful plot, of the man who has everything and thirsts for more. The classic line is a question, &quot; Who am I goign to be today?&quot; It says it all.  Faye Dunaway is gorgeous in her role of the insurance fraud detective. The  chemistry is perfect.  A must see for all Steve McQueen fans",Great change of pace for Steve McQueen. Wonderful plot.,1999-02-15,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308740,0792840461,"After enjoying the remake of this movie I ordered the DVD of the original.  I loved it at the theater back in the sixties and hadn't seen it since then.  For once in a blue moon, I discovered I liked the remake better!  The plot is only vaguely the same for these two movies.  I remember this film was a great departure for Steve McQueen and he still seems to have a thug-like quality to me.  Ms. Dunaway is a walking parade of late-sixties fashion, with lots of makeup and eyelashes.  Strange, I didn't ever realize she had a scar on her forehead.  Regardless, the style of cinematography is extremely dated now.  Sort of like what today's jerky-camera commercials will look like a few years from now.  Oh, it's fun to watch.  It's just not as good a story as the remake.",Has It Been THAT Many Years?,2004-06-05,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308741,0792840461,"This is a movie of its era, which remains enjoyable today.It is a creation of its era: the "" heroes"" are villains.Steve McQueen's character is a bank robber - albeit a cultured Rolls Royce driving and cognac drinking one- who in between robbing banks, plays polo and buys art at charity auctions ""for the proper price"".On the other hand, Faye Dunaway plays an amoral investigator who will resort to blackmail and using sex to snare her quarry.The storyline reflects the dramatic change in Hollywood moviemaking in the 1960s.What else does the movie have going for it?There's a great score, including the Academy Award winning song ""Windmills of your Mind"" - beautifully set to a gliding scene.The look of the film is great: the Boston scenes are superb.The caper scenes are a magnificent example of how to film a bank robbery in progress.The notorious chess game scene delivers subtle and suggestive eroticism in a manner which remains unsurpassed.Frankly, this film is all about style, and it succeeds on that level brilliantly.And, it's enjoyable entertainment.Well worth a look","A 1960s classic movie- terrific entertainment value, with a great score, Boston scenery and subtle 1960s style sophistication",2013-12-11,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308742,0792840461,Steve McQueen is one of my all time favorites.  I love this version of &#34;Thomas Crown Affair&#34; better than the later one.,Thomas Crown Affair,2014-02-10,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308743,0792840461,"This sleek, stylized movie's chic trappings and star chemistry still comprise a winning formula. It's fun to see the usually scruffy McQueen dressed to the nines in the title role, but Dunaway's the revelation. Stacked up against the wily, macho Crown, Vicky is his match in looks, confidence, and brains, so the inevitable seduction feels balanced and mutual. ""Crown"" is a sexy, suspenseful cat-and-mouse game waged between equals, with a nifty surprise finish. Innovative split screen cinematography from Haskell Wexler and a romantic Michel Legrand soundtrack make this one of the top ""sixties time capsule"" films.",The Thomas Crown Affair,2007-07-02,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308744,0792840461,"For some reason there remains a problem with the video quality of  Thomas Crown Affair. What we are suppose to be seeing is a new transfer, ( I guess admitting that the prior version needed improvement) which in fact it did. This new transfer isn't quite what I was expecting, in fact it's uneven or should I say unbalanced which gives a uncomfortable viewing experience. Anyone who purchases this DVD version expecting the ultimate quality version is in for a big let-down. This DVD is offered with the wide screen/ full screen format. MGM appears to be looking in the rear view mirror. With Plasma/LCD quality, why is MGM wasting time with marginal quality standards. This Batch will end up in the bargin bin. Save your money and wait till next time.","Still Room For Improvement, Wake-Up!",2005-05-21,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308745,0792840461,"One of those movies that completly blows your mind !. Every crime has a personality , something like the mind that planned it . Vicky Anderson (Faye Dunaway 1941- ) the sleek insurance investigator trying to figure out the intellect behind the bank robbery so stunning it has Bostons finest completely baffied . Brialliantly created by the the Oscar nominated Director Norman Jewison (1926-) and starring Faye Dunaway and Steve McQueen (1930-1980) . THE THOMAS CROWN AFFAIR has all the dazzling personality of the intriguing crime it portrays . Well-tooled , professionally crafted , This intricate suspense thriller is so good its well . Sophisticated , handsome Thomas Crown (McQuuen) has only one worry -what persona he will take on tomorrow , but when the genius rogue pulls of a crime-of-the-century bank heist and finds himself pitted against a nemesis (Dunaway) as powerful as he is , his devil-may-care attitude hurls him into an edge-of-your-seat game of intrigues and suspence ! . Super Movie ! . High-Resolution digital transfer and sharp & Clear Pictures . Recommended",The Thomas Crown Affair 1968  (New Transfer Version),2006-04-24,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308746,0792840461,"director norman jewison was on a nice run in the mid-late 60s, with movies like ""cincinatti kid"", ""in the heat of the night"", and this splendid exercise in style. the opening half hour, depicting the actual heist, is highlighted by the split-screen split-narrative effect; if the latter portion (once the faye dunaway character arrives) is not AS interesting, it remains a gripping watch, highlighted by the chess game sequence leading up to ""the kiss"", and superbly scored by michel legrand, featuring one of the best pop songs of its time ""the windmills of your mind"".",a splinter in the windmills of your mind ...,2006-11-06,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308747,0792840461,"I really enjoyed watching this movie until the end and I will tell you why,I do not like the fact it is a Rich Man who is the Mastermind(as if being Rich is a Crime,some subtle message in there perhaps on the rich.),Secondly,towards the end which bothers me the most is when asked why he does it,it is because of ""The System""Granted this is 1968 and sadly very in vogue to be such.But I see it as an PsuedoIntellectual Jab at society and the way it suppose to be,There is nothing wrong with the system.(Only when the Left is in power.)From the start though the film,the score and just the tension is just right,everything is there making it a 5 star movie but not a masterpiece.It cannot compare to a Favorite of Mine ""Bullit"" or Le Mans(despite a Mustang and Charger in one film and in Le Mans a Porsche.)But those are different categories yet still Classic Steve McQueen,Is this the ultimate heist film?I would say no,it could have been but that one little remark at least for me.The Acting is great although Faye Dunaway is not my type of actress.If you want to view as art so be it. Aside from the tension building throughout(despite the obvious and the surprise ending),the film has good moments,Beautiful Rolls-Royce,A Great Dune Buggy ripping through the sand of that land of liberals(NewEngland);The Plane flying sequences as well,the Cadillac,the Polo Playing with Faye's Character in the Ferrari.I am by no means upset it is not a car film,I like the idea behind the film it's premise;But Personally I felt at towards the end it did not do it for me except of course the very end right before the credits,Just my two cents however.","The Thomas Crown Affair (Original,1968,Steve McQueen.)saw it on Netflix instant;5 stars until the end,then it's 3 stars.",2012-05-03,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308748,0792840461,"It takes you back to the world of the '60s, which in some ways is not so different from ours -- just  better. The music is great; I have the album. Steve McQueen and Faye Dunaway are wonderful as is Jack Weston in his mildly annoying way. The Boston background, especially Crown's house (which really exists in Louisburg Square), really adds punch to the movie. My only quibble is that the background in some scenes is so dark you can't tell what it is. This is characteristic of Jewison films -- he must be averse to paying a good lighting man. Anyway, the music, acting, script, setting, story all come together to make a wonderful timeless classic.",Always Great,2013-09-13,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308749,0792840461,"I loved this movie. I'm old and, in my opinion, Steve McQueen is pure magic on the screen. He has that impish, little boy look, yet very adult blue eyes. He's so perfect for this movie as is Faye Dunaway. The cat and mouse game they play with each other is drawn out to the perfect tease. The music is excellent as is the way the screens are split and show small frames at the same time. Very innovative for the time. The chess game between Thomas Crowne and Vicki remains one of the sexiest scenes in all movies and everybody kept their clothes on. This is one of the classiest movies of all time.",One of my favorite movies,2014-04-23,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308750,0792840461,"After seeing the terrific Brosnan-Russo remake, I wanted to see the original, since they are always supposed to be better. This has to one of the most idiotic movies ever made. It's not only that it's dated but the story makes no sense. That Dunaway looks at some pictures of men who've gone to Europe recently and picks out McQueen as the robber--can we really believe that? And with no evidence, nothing to tie him to the crime, McQueen goes along with it and returns the money. Because some dumb blond tells him he's guilty? Duh! This was even too dumb for the swinging 60s. I can't understand how people rave about this dumb movie. It lacks any real plot or suspense, and the chemistry between Dunaway and McQueen is about as enticing as two dead fish meeting.","Awful, awful, awful",2001-08-17,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
